1 0.041000 1 0.031000 
1 0.036000 1 0.037000 
1 0.036000 1 0.028000 
1 0.064000 1 0.032000 
1 0.032000 1 0.033000 
1 0.031000 1 0.039000 
1 0.036000 1 0.037000 
1 0.039000 1 0.038000 
1 0.042000 1 0.029000 
1 0.036000 1 0.037000 
11 0.039000 11 0.033000 
11 0.036000 11 0.037000 
11 0.032000 11 0.034000 
11 0.034000 11 0.028000 
11 0.067000 11 0.033000 
11 0.033000 11 0.058000 
11 0.039000 11 0.031000 
11 0.039000 11 0.038000 
11 0.031000 11 0.037000 
11 0.036000 11 0.040000 
21 0.033000 21 0.079000 
21 0.071000 21 0.030000 
21 0.041000 21 0.039000 
21 0.045000 21 0.043000 
21 0.046000 21 0.046000 
21 0.083000 21 0.038000 
21 0.041000 21 0.044000 
21 0.034000 21 0.045000 
21 0.042000 21 0.045000 
21 0.043000 21 0.034000 
31 0.055000 31 0.039000 
31 0.054000 31 0.051000 
31 0.054000 31 0.050000 
31 0.055000 31 0.046000 
31 0.042000 31 0.053000 
31 0.050000 31 0.053000 
31 0.047000 31 0.047000 
31 0.043000 31 0.046000 
31 0.053000 31 0.037000 
31 0.060000 31 0.046000 
41 0.055000 41 0.048000 
41 0.055000 41 0.058000 
41 0.133000 41 0.052000 
41 0.056000 41 0.058000 
41 0.069000 41 0.059000 
41 0.061000 41 0.055000 
41 0.074000 41 0.058000 
41 0.040000 41 0.067000 
41 0.061000 41 0.045000 
41 0.061000 41 0.067000 
51 0.135000 51 0.079000 
51 0.079000 51 0.082000 
51 0.073000 51 0.085000 
51 0.087000 51 0.086000 
51 0.077000 51 0.082000 
51 0.074000 51 0.079000 
51 0.060000 51 0.071000 
51 0.072000 51 0.085000 
51 0.079000 51 0.083000 
51 0.054000 51 0.082000 
61 0.128000 61 0.105000 
61 0.068000 61 0.094000 
61 0.103000 61 0.079000 
61 0.110000 61 0.080000 
61 0.073000 61 0.102000 
61 0.104000 61 0.098000 
61 0.085000 61 0.098000 
61 0.097000 61 0.077000 
61 0.090000 61 0.079000 
61 0.071000 61 0.089000 
71 0.114000 71 0.134000 
71 0.133000 71 0.096000 
71 0.110000 71 0.128000 
71 0.096000 71 0.099000 
71 0.110000 71 0.137000 
71 0.133000 71 0.130000 
71 0.229000 71 0.128000 
71 0.128000 71 0.114000 
71 0.124000 71 0.115000 
71 0.111000 71 0.122000 
81 0.162000 81 0.142000 
81 0.105000 81 0.136000 
81 0.142000 81 0.120000 
81 0.169000 81 0.182000 
81 0.117000 81 0.167000 
81 0.161000 81 0.142000 
81 0.110000 81 0.153000 
81 0.150000 81 0.285000 
81 0.157000 81 0.161000 
81 0.160000 81 0.159000 
91 0.342000 91 0.195000 
91 0.284000 91 0.199000 
91 0.189000 91 0.197000 
91 0.188000 91 0.196000 
91 0.187000 91 0.210000 
91 0.187000 91 0.202000 
91 0.196000 91 0.204000 
91 0.186000 91 0.189000 
91 0.198000 91 0.138000 
91 0.197000 91 0.197000 
101 0.406000 101 0.221000 
101 0.226000 101 0.223000 
101 0.330000 101 0.402000 
101 0.227000 101 0.202000 
101 0.173000 101 0.233000 
101 0.222000 101 0.201000 
101 0.204000 101 0.227000 
101 0.398000 101 0.203000 
101 0.408000 101 0.267000 
101 0.225000 101 0.241000 
111 0.467000 111 0.313000 
111 0.275000 111 0.274000 
111 0.238000 111 0.281000 
111 0.239000 111 0.316000 
111 0.240000 111 0.264000 
111 0.215000 111 0.269000 
111 0.234000 111 0.266000 
111 0.280000 111 0.250000 
111 0.277000 111 0.237000 
111 0.183000 111 0.296000 
121 0.272000 121 0.373000 
121 0.275000 121 0.368000 
121 0.275000 121 0.358000 
121 0.318000 121 0.290000 
121 0.595000 121 0.306000 
121 0.272000 121 0.261000 
121 0.273000 121 0.238000 
121 0.314000 121 0.299000 
121 0.272000 121 0.354000 
121 0.281000 121 0.338000 
131 0.316000 131 0.339000 
131 0.318000 131 0.435000 
131 0.323000 131 0.413000 
131 0.298000 131 0.331000 
131 0.267000 131 0.357000 
131 0.319000 131 0.350000 
131 0.642000 131 0.331000 
131 0.362000 131 0.689000 
131 0.319000 131 0.353000 
131 0.318000 131 0.390000 
141 0.376000 141 0.445000 
141 0.369000 141 0.469000 
141 0.365000 141 0.448000 
141 0.757000 141 0.482000 
141 0.365000 141 0.456000 
141 0.407000 141 0.414000 
141 0.376000 141 0.402000 
141 0.365000 141 0.443000 
141 0.366000 141 0.499000 
141 0.366000 141 0.403000 
151 0.416000 151 0.452000 
151 0.867000 151 0.474000 
151 0.465000 151 0.439000 
151 0.411000 151 0.471000 
151 0.491000 151 0.543000 
151 0.408000 151 0.499000 
151 0.496000 151 0.519000 
151 0.406000 151 0.523000 
151 0.411000 151 0.518000 
151 0.876000 151 0.517000 
161 0.555000 161 0.531000 
161 0.429000 161 0.535000 
161 0.553000 161 0.594000 
161 0.553000 161 0.529000 
161 0.463000 161 0.582000 
161 0.473000 161 0.478000 
161 0.956000 161 0.534000 
161 0.528000 161 0.895000 
161 0.524000 161 0.619000 
161 0.542000 161 0.590000 
171 0.554000 171 0.583000 
171 1.003000 171 0.717000 
171 1.142000 171 0.723000 
171 0.654000 171 0.611000 
171 0.671000 171 0.499000 
171 0.469000 171 0.606000 
171 0.515000 171 0.602000 
171 0.629000 171 0.609000 
171 0.559000 171 0.575000 
171 0.638000 171 0.576000 
181 0.575000 181 0.746000 
181 0.704000 181 0.756000 
181 0.678000 181 0.762000 
181 0.701000 181 0.621000 
181 0.703000 181 0.619000 
181 0.576000 181 0.703000 
181 0.708000 181 0.771000 
181 0.520000 181 0.619000 
181 0.579000 181 0.639000 
181 0.580000 181 0.591000 
191 0.645000 191 0.819000 
191 0.596000 191 0.856000 
191 1.022000 191 0.743000 
