1 0.012084800000000001 0.0082976
101 0.048696667136 0.06825257523200001
201 0.16956822293348353 0.25881768082407425
301 0.4880078618313387 0.6171737016578638
401 0.753624962515786 0.8593594155845306
501 1.060683399988005 1.5370417150129871
601 1.7278997386879962 1.6635481733488042
701 2.2879852479163802 2.7913624154154717
801 3.0831423952793333 3.3200113159729328
901 3.6023520455664895 4.007521923621111
1001 4.427521712654581 5.834279207015558
1101 5.314889126948049 6.669279449346244
1201 6.953962844520623 8.21071240942379
1301 7.773179828110247 8.698623267971016
1401 9.030069497544995 10.44375603944575
1501 10.030080662239214 11.462070641932623
1601 11.665620825811917 14.203101462605417
1701 14.696804998664259 17.876048992468036
1801 14.962333697599572 17.70191617567759
1901 20.88490090678323 26.931312613176214
2001 19.290417888290172 22.882832740036218
2101 19.761398533724254 25.283821386476813
2201 21.67932172753079 27.58854522284367
2301 24.37075498295281 31.144816814471312
2401 27.055084721594547 33.528793861380635
2501 28.626625307110906 35.776913214035645
2601 32.46568564009827 42.51047005222849
2701 31.970485019404826 47.65238479041672
2801 35.41029423520621 46.14796300313293
2901 37.557873054155266 51.197621748161005
3001 39.49145883937733 52.97038867895941
3101 42.0597998268286 62.04775436437727
3201 45.70015929594458 61.125019761396594
3301 48.23790373097471 64.26417280632364
3401 50.94509020919391 71.40976741529803
3501 54.115580508866934 78.91616792557289
3601 57.245066745762834 79.08687845373618
3701 60.81576706135864 85.4861926011052
3801 63.14166552545963 89.26040038163235
3901 65.86418357296814 93.01286092812212
4001 70.07594085874335 103.80904155549699
4101 72.6912111810748 108.30890081329775
4201 78.82282310757795 115.00429052826026
4301 81.68213946339442 121.96493481296905
4401 86.91425860462829 133.61821981914017
4501 91.7878650427535 142.51802087034213
4601 94.71673851681369 153.85372864667852
4701 103.53928119632538 156.25833527316695
4801 105.52043944998282 164.4286781872874
4901 108.67112110062399 174.37844693701996
5001 115.0758678787522 189.57646254301986
5101 120.9675314777212 192.39733294801377
5201 122.10225873007286 207.98960490654335
5301 125.11019016279363 239.6466510735701
5401 127.9072163808521 231.53792084834353
5501 133.14728006924187 256.94964509467144
5601 143.25918600962217 242.1293992464303
5701 141.8757510995231 241.48813900775886
5801 148.09452504035184 249.26005316448246
5901 151.5535080080129 278.6624217770126
6001 155.62375088256258 274.79380077496864
6101 163.78010008028244 287.933616896248
6201 169.2449360320257 298.69400595740683
6301 183.13442685953024 324.3127193619064
6401 184.19899853659504 334.7158146301958
6501 191.79899231953172 374.7571855406817
6601 195.57363711754223 369.708546939373
6701 200.1570181238776 372.1703147350206
6801 208.47604000579963 388.3299031407152
6901 203.94597601280185 404.55467580900506
7001 211.72805119232413 413.67395029625885
7101 217.53945761638155 423.3420959840948
7201 225.40046158643727 438.20651843071494
7301 228.40076622770766 451.3428747258978
7401 241.66797656519284 492.23822875991226
7501 256.5854147125009 530.8182429532031
7601 248.076273412708 515.979178957745
7701 253.18441544749209 539.6469066172665
7801 277.04340749294323 595.8440559701176
7901 272.4789735703977 567.6747536179104
8001 280.8153324715425 613.3180392811578
8101 292.0307047463909 656.67353537257
8201 305.27800374551884 708.3605454513192
8301 307.6530684811986 665.5181204945444
8401 304.290182421914 664.2299789185583
8501 313.326407098375 685.5436063932539
8601 322.8640679702715 708.8692456340458
8701 330.7620973017505 733.3720570386029
8801 344.77328899113655 832.9034748982524
8901 343.0014935324772 783.5405188719675
9001 347.8219342379304 814.388333606039
9101 361.91895645895613 826.2230327467539
9201 371.3742319860669 863.699887370479
9301 390.2341568742355 977.8142649239586
9401 393.90495525019975 923.7976148047758
9501 397.9338639856801 945.6654197167376
9601 415.1687557964754 948.6234212543093
9701 407.91068600185486 1081.4353358148014
9801 437.14919285952055 1107.2111441074608
9901 445.910630461715 1060.4885386061146
