1 0.066000 1 0.071000 
1 0.062000 1 0.060000 
1 0.069000 1 0.063000 
1 0.074000 1 0.066000 
1 0.061000 1 0.051000 
1 0.032000 1 0.043000 
1 0.025000 1 0.036000 
1 0.040000 1 0.032000 
1 0.023000 1 0.043000 
1 0.040000 1 0.048000 
11 0.032000 11 0.050000 
11 0.074000 11 0.075000 
11 0.086000 11 0.064000 
11 0.058000 11 0.120000 
11 0.081000 11 0.060000 
11 0.063000 11 0.062000 
11 0.054000 11 0.048000 
11 0.032000 11 0.049000 
11 0.048000 11 0.055000 
11 0.052000 11 0.050000 
21 0.075000 21 0.083000 
21 0.166000 21 0.059000 
21 0.102000 21 0.060000 
21 0.087000 21 0.118000 
21 0.088000 21 0.318000 
21 0.038000 21 0.038000 
21 0.048000 21 0.040000 
21 0.053000 21 0.036000 
21 0.029000 21 0.048000 
21 0.037000 21 0.049000 
31 0.087000 31 0.089000 
31 0.141000 31 0.100000 
31 0.103000 31 0.089000 
31 0.077000 31 0.090000 
31 0.128000 31 0.119000 
31 0.093000 31 0.095000 
31 0.081000 31 0.095000 
31 0.077000 31 0.080000 
31 0.095000 31 0.061000 
31 0.064000 31 0.035000 
41 0.045000 41 0.083000 
41 0.064000 41 0.106000 
41 0.082000 41 0.121000 
41 0.105000 41 0.117000 
41 0.101000 41 0.126000 
41 0.104000 41 0.124000 
41 0.104000 41 0.115000 
41 0.091000 41 0.132000 
41 0.078000 41 0.072000 
41 0.057000 41 0.085000 
51 0.118000 51 0.125000 
51 0.128000 51 0.121000 
51 0.144000 51 0.162000 
51 0.129000 51 0.141000 
51 0.118000 51 0.128000 
51 0.111000 51 0.126000 
51 0.073000 51 0.062000 
51 0.065000 51 0.076000 
51 0.078000 51 0.063000 
51 0.083000 51 0.091000 
61 0.114000 61 0.179000 
61 0.150000 61 0.110000 
61 0.098000 61 0.129000 
61 0.106000 61 0.129000 
61 0.082000 61 0.101000 
61 0.068000 61 0.066000 
61 0.066000 61 0.079000 
61 0.071000 61 0.082000 
61 0.077000 61 0.108000 
61 0.140000 61 0.160000 
71 0.181000 71 0.163000 
71 0.197000 71 0.197000 
71 0.160000 71 0.172000 
71 0.156000 71 0.147000 
71 0.196000 71 0.145000 
71 0.109000 71 0.190000 
71 0.169000 71 0.178000 
71 0.177000 71 0.199000 
71 0.133000 71 0.134000 
71 0.101000 71 0.127000 
81 0.222000 81 0.201000 
81 0.141000 81 0.156000 
81 0.203000 81 0.265000 
81 0.192000 81 0.204000 
81 0.165000 81 0.206000 
81 0.242000 81 0.151000 
81 0.218000 81 0.207000 
81 0.218000 81 0.199000 
81 0.201000 81 0.171000 
81 0.243000 81 0.258000 
91 0.240000 91 0.253000 
91 0.233000 91 0.243000 
91 0.197000 91 0.252000 
91 0.148000 91 0.320000 
91 0.163000 91 0.139000 
91 0.360000 91 0.251000 
91 0.315000 91 0.225000 
91 0.232000 91 0.218000 
91 0.283000 91 0.235000 
91 0.257000 91 0.220000 
101 0.188000 101 0.236000 
101 0.257000 101 0.164000 
101 0.277000 101 0.169000 
101 0.157000 101 0.229000 
101 0.232000 101 0.190000 
101 0.300000 101 0.283000 
101 0.239000 101 0.184000 
101 0.277000 101 0.167000 
101 0.245000 101 0.296000 
101 0.454000 101 0.224000 
111 0.176000 111 0.376000 
111 0.368000 111 0.304000 
111 0.336000 111 0.319000 
111 0.262000 111 0.287000 
111 0.187000 111 0.239000 
111 0.269000 111 0.246000 
111 0.231000 111 0.196000 
111 0.334000 111 0.309000 
111 0.330000 111 0.350000 
111 0.319000 111 0.226000 
121 0.327000 121 0.269000 
121 0.232000 121 0.300000 
121 0.242000 121 0.265000 
121 0.265000 121 0.222000 
121 0.248000 121 0.239000 
121 0.263000 121 0.410000 
121 0.363000 121 0.265000 
121 0.283000 121 0.339000 
121 0.291000 121 0.279000 
121 0.233000 121 0.283000 
131 0.556000 131 0.761000 
131 0.503000 131 0.635000 
